recency,history,used_discount,used_bogo,is_referral,treatment,target_class,conversion,zip_code_Rural,zip_code_Surburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,uplift_score
10,257.31,1,0,0,0,0,0,1,0,0,1,0,0,0.06740048683842029
1,220.48,1,1,0,0,0,0,0,1,0,0,1,0,0.11893461485434068
12,113.77,1,0,0,1,2,0,0,0,1,0,0,1,0.07842473774484243
12,196.84,1,0,0,1,2,0,0,0,1,0,1,0,0.07818768429459975
1,120.01,1,0,1,1,2,0,0,1,0,0,0,1,0.08090909169893193
5,146.94,1,0,1,0,0,0,0,1,0,0,1,0,0.06881990223667014
1,29.99,1,0,1,0,0,0,0,1,0,0,0,1,0.032328762529275856
10,66.96,1,0,1,0,0,0,0,1,0,0,0,1,0.05982394163073601
2,260.46,1,0,1,1,2,0,1,0,0,0,0,1,0.07598847141128445
11,146.82,1,0,0,0,0,0,1,0,0,0,0,1,0.06231218039936358
3,190.08,0,1,0,1,2,0,0,1,0,0,1,0,0.07409733258263367
1,1137.0,1,1,1,1,2,0,0,0,1,0,1,0,0.0989716518696239
2,110.92,1,0,1,1,2,0,0,1,0,0,1,0,0.0793025005083267
6,118.9,1,0,0,0,0,0,0,0,1,0,1,0,0.07419135987502548
6,338.99,0,1,1,1,2,0,0,1,0,0,0,1,0.07639366249117914
7,226.45,1,0,1,0,0,0,0,1,0,0,0,1,0.06993150935575321
3,754.7,1,0,1,1,2,0,0,1,0,0,0,1,0.08589147166240026
10,243.57,1,0,1,1,2,0,0,0,1,0,0,1,0.06486751088377764
11,642.1,1,0,1,0,0,0,0,0,1,0,0,1,0.07255841877524025
4,146.62,1,0,1,1,3,1,0,0,1,0,0,1,0.07148448527982768
4,72.44,0,1,0,1,3,1,0,1,0,0,1,0,0.07371926386568448
10,36.89,0,1,1,0,0,0,0,1,0,0,0,1,0.07148611891053554
9,75.31,0,1,1,1,2,0,0,0,1,0,1,0,0.07148622795910667
11,29.99,1,0,1,1,2,0,0,1,0,0,0,1,0.06299066693734715
2,382.17,0,1,0,1,2,0,0,1,0,0,1,0,0.08055657184138451
8,96.18,0,1,0,0,1,1,0,1,0,0,1,0,0.06910138547679613
3,29.99,0,1,1,0,0,0,0,1,0,0,0,1,0.06615354100210215
1,29.99,0,1,1,0,0,0,0,0,1,0,0,1,0.030537507228626193
2,274.0,0,1,1,0,0,0,0,1,0,0,1,0,0.07128967391337063
10,186.03,1,0,0,1,2,0,0,0,1,0,0,1,0.06863730527303141
6,576.55,1,0,1,0,0,0,0,0,1,0,0,1,0.09031758028597943
2,29.99,0,1,1,1,2,0,0,0,1,0,1,0,0.06699975775723958
7,153.67,0,1,1,1,2,0,0,0,1,0,1,0,0.07113597842294173
6,402.54,1,0,0,1,2,0,0,0,1,0,0,1,0.09376783485254478
7,57.42,0,1,0,0,0,0,0,1,0,0,1,0,0.06721178893557259
3,745.25,1,0,1,0,0,0,0,1,0,1,0,0,0.08019781435903649
5,341.93,1,0,1,0,0,0,0,0,1,0,1,0,0.08035650561818193
11,204.26,1,1,0,0,0,0,0,1,0,1,0,0,0.0990464788421232
6,130.72,1,0,0,1,2,0,0,1,0,0,0,1,0.07074366445755595
10,170.37,1,0,1,0,0,0,0,1,0,0,1,0,0.05725239619515006
9,177.64,0,1,0,1,2,0,0,0,1,0,0,1,0.07657157904570336
12,29.99,0,1,1,1,2,0,0,0,1,0,0,1,0.06784776804927117
7,100.39,0,1,0,0,0,0,0,0,1,0,1,0,0.0724952081416635
5,57.32,0,1,0,0,0,0,0,0,1,0,1,0,0.07053007425363846
9,415.19,1,0,0,0,0,0,0,1,0,0,1,0,0.08469558677041561
1,29.99,0,1,0,0,0,0,0,0,1,0,1,0,0.06012515697594345
3,93.12,0,1,0,0,0,0,1,0,0,0,0,1,0.07697890444076286
10,93.52,1,0,1,0,0,0,0,1,0,0,1,0,0.05977470342297593
2,216.53,0,1,0,1,3,1,0,0,1,0,1,0,0.07971957309456355
3,461.92,0,1,0,1,2,0,0,1,0,0,1,0,0.07204281846756942
9,218.8,0,1,1,1,2,0,0,0,1,0,0,1,0.0722912986240654
10,86.99,1,0,1,0,0,0,0,1,0,0,1,0,0.06061472741276805
2,365.18,0,1,1,1,3,1,0,0,1,0,1,0,0.08357157243299398
6,118.63,1,0,0,0,0,0,0,0,1,0,1,0,0.07419135987502548
9,162.98,1,0,0,1,2,0,0,1,0,0,1,0,0.06150733399137048
9,514.56,1,1,1,0,1,1,1,0,0,0,0,1,0.08078657703730893
5,90.53,1,0,0,1,2,0,0,1,0,0,0,1,0.07313162908399516
9,296.04,0,1,1,0,0,0,0,0,1,0,0,1,0.07801507216434987
3,57.3,0,1,0,0,0,0,0,1,0,0,1,0,0.07079616632375724
1,383.88,1,1,1,0,0,0,0,1,0,0,0,1,0.12708840169676539
3,31.96,0,1,0,0,0,0,1,0,0,0,0,1,0.05618892595009366
10,81.82,1,0,1,1,2,0,1,0,0,0,0,1,0.06119654232920002
2,86.56,1,0,0,1,3,1,1,0,0,0,0,1,0.08451809206975325
2,254.31,0,1,0,1,3,1,0,0,1,0,0,1,0.07903738266593595
9,29.99,0,1,1,1,2,0,1,0,0,0,0,1,0.07479538064421305
4,1317.57,1,1,1,1,3,1,0,1,0,1,0,0,0.07627251244058361
6,126.88,0,1,1,0,0,0,0,0,1,0,0,1,0.07070308428200134
9,406.55,1,1,0,1,2,0,0,0,1,0,0,1,0.12072513233023852
2,1889.06,1,1,1,1,2,0,0,1,0,0,0,1,0.08248970368124858
10,137.36,1,0,1,1,3,1,0,1,0,0,0,1,0.05834405840383086
9,111.17,0,1,1,0,0,0,0,0,1,0,1,0,0.07123277990182066
10,29.99,1,0,1,1,2,0,0,1,0,0,1,0,0.06411057439950826
11,47.44,0,1,1,0,0,0,0,0,1,0,0,1,0.06750307221241864
6,45.08,0,1,1,1,2,0,0,1,0,0,1,0,0.06432190487375919
8,284.86,0,1,1,1,2,0,1,0,0,0,1,0,0.06328165586822079
6,126.13,1,0,0,1,2,0,0,1,0,0,0,1,0.07074366445755595
4,61.96,1,0,1,1,2,0,0,0,1,0,0,1,0.07140450864935784
2,29.99,0,1,1,0,0,0,0,0,1,0,1,0,0.06699975775723958
4,386.72,0,1,0,0,0,0,1,0,0,0,1,0,0.07601069573522129
4,36.19,1,0,0,0,0,0,0,1,0,0,0,1,0.07037807439102722
11,48.32,0,1,1,1,2,0,0,1,0,0,1,0,0.06593706565929378
10,106.44,0,1,1,1,2,0,0,0,1,0,1,0,0.07243022523780088
1,73.3,0,1,0,1,3,1,0,0,1,0,1,0,0.0793225247480605
8,304.89,1,1,0,1,3,1,0,0,1,0,1,0,0.11957990421946185
1,482.02,0,1,0,1,2,0,0,1,0,0,0,1,0.07863647898120946
1,323.38,1,0,1,0,0,0,0,1,0,0,1,0,0.08649633329641493
12,81.06,1,0,1,1,2,0,0,0,1,0,1,0,0.06568908730101863
9,476.57,0,1,0,1,2,0,0,1,0,0,1,0,0.07517229174800082
3,224.35,1,0,0,0,0,0,0,0,1,0,0,1,0.08368800854880294
6,93.83,1,0,0,1,2,0,0,0,1,0,1,0,0.07429156868013208
1,35.11,0,1,0,0,1,1,1,0,0,0,1,0,0.04690491211967843
3,301.11,0,1,0,0,0,0,0,0,1,0,0,1,0.08394221417100099
5,155.21,0,1,0,0,0,0,0,1,0,0,1,0,0.0677848287506796
5,296.35,1,0,0,1,2,0,0,0,1,0,0,1,0.09104598431703471
7,118.39,0,1,1,0,0,0,0,1,0,0,1,0,0.06966915653755983
5,83.45,1,0,0,0,0,0,0,0,1,0,0,1,0.07406673233562587
1,200.94,0,1,0,1,2,0,0,0,1,0,1,0,0.08345912366501695
1,432.68,0,1,0,1,3,1,1,0,0,0,0,1,0.08774375751624133
1,315.84,1,0,0,0,1,1,0,1,0,0,0,1,0.09069756681591501
4,71.43,1,0,1,1,3,1,1,0,0,0,1,0,0.07871117485150934
5,87.04,1,0,1,1,2,0,0,1,0,0,0,1,0.06916590589321375
9,79.86,0,1,1,0,0,0,0,0,1,0,0,1,0.06999558277054896
6,663.53,0,1,1,1,2,0,0,0,1,1,0,0,0.08177985116307677
8,348.03,1,1,1,1,2,0,1,0,0,0,1,0,0.0835298888737307
5,77.32,0,1,0,0,0,0,0,1,0,0,1,0,0.06901681559764934
3,491.97,0,1,0,0,0,0,0,1,0,1,0,0,0.06559669196106493
2,174.94,0,1,1,1,3,1,0,1,0,0,0,1,0.08000614134235691
3,56.33,0,1,1,0,0,0,0,1,0,0,0,1,0.07502628257220888
9,96.46,1,0,0,1,2,0,0,1,0,0,1,0,0.06890234858662794
7,80.56,0,1,0,1,2,0,0,1,0,0,0,1,0.07069373328400702
2,29.99,1,0,0,0,0,0,0,1,0,0,0,1,0.05906351219185964
1,98.63,1,0,1,1,2,0,1,0,0,0,0,1,0.08281335903694366
10,42.98,1,0,0,0,0,0,0,0,1,0,0,1,0.08559473350981561
11,195.68,1,0,0,0,0,0,0,0,1,0,1,0,0.06788358953452403
7,514.51,1,0,1,0,0,0,0,1,0,1,0,0,0.07771098387241185
11,47.24,0,1,1,0,0,0,0,0,1,0,1,0,0.06845850347767561
10,251.49,1,0,1,0,0,0,0,0,1,1,0,0,0.06449028923354154
7,386.49,0,1,1,1,2,0,0,0,1,0,1,0,0.08168971989782392
8,342.11,0,1,0,0,0,0,1,0,0,0,1,0,0.06633862418186523
1,459.32,1,0,1,1,2,0,0,1,0,0,0,1,0.0954431443774221
11,29.99,1,0,0,1,2,0,0,0,1,0,0,1,0.08357197169116089
8,29.99,1,0,0,1,2,0,0,1,0,0,1,0,0.06084554456105158
4,149.43,1,0,1,0,0,0,0,0,1,0,1,0,0.07273235356204408
4,226.1,1,1,0,0,0,0,1,0,0,1,0,0,0.0854979694823684
2,29.99,1,0,1,1,2,0,0,1,0,0,0,1,0.05652343985202944
2,29.99,1,0,1,1,2,0,0,0,1,0,1,0,0.06666780184483788
8,189.05,1,0,0,0,0,0,1,0,0,0,0,1,0.0705903696137493
3,29.99,1,0,1,1,3,1,0,1,0,0,1,0,0.06329408203598656
1,176.36,0,1,0,0,0,0,0,0,1,0,0,1,0.08294766349587349
3,110.16,1,0,0,1,2,0,0,0,1,0,1,0,0.07935161634027593
5,784.14,1,1,1,1,2,0,0,1,0,0,0,1,0.0993759881464154
8,317.4,1,0,0,1,2,0,0,1,0,1,0,0,0.07453519803420605
10,584.35,0,1,1,0,0,0,0,1,0,0,1,0,0.06730560275221462
3,410.57,1,0,1,0,1,1,0,0,1,1,0,0,0.08304893562433484
9,88.34,1,0,0,0,0,0,0,1,0,0,1,0,0.07069938859978124
4,670.13,1,0,1,1,2,0,0,1,0,1,0,0,0.08030325855808838
3,136.59,0,1,0,1,2,0,0,0,1,0,1,0,0.07765249799819203
11,29.99,0,1,0,0,0,0,0,0,1,0,0,1,0.07719164658279887
2,70.41,0,1,0,0,1,1,1,0,0,0,0,1,0.07752523398882499
2,106.34,1,0,1,0,0,0,1,0,0,0,0,1,0.07801833886242951
12,70.96,0,1,0,0,0,0,0,1,0,0,1,0,0.07557811990816629
10,29.99,0,1,0,1,2,0,0,1,0,0,1,0,0.07420066482525133
3,29.99,0,1,0,1,2,0,0,1,0,0,0,1,0.06062109719474462
5,442.34,1,1,1,0,0,0,0,1,0,1,0,0,0.11447316749931546
9,374.32,1,0,0,0,0,0,1,0,0,0,0,1,0.08353408083512683
4,60.92,1,0,0,0,0,0,0,0,1,0,1,0,0.08005937527134149
2,267.8,1,0,1,0,0,0,0,0,1,0,1,0,0.07361824878786001
4,374.02,0,1,0,1,2,0,0,1,0,0,0,1,0.07847985580118093
1,194.97,1,0,1,0,0,0,0,1,0,0,1,0,0.08396510250310332
8,45.46,0,1,1,1,2,0,0,0,1,0,0,1,0.07051046594626456
3,298.85,1,1,1,1,3,1,1,0,0,0,0,1,0.09608201913496728
1,544.66,1,0,1,0,0,0,1,0,0,0,1,0,0.08587338669521288
7,340.69,0,1,0,1,3,1,0,1,0,0,1,0,0.0725016254554611
11,132.86,0,1,0,0,0,0,0,1,0,0,1,0,0.06787125861623368
7,295.83,1,0,0,0,0,0,0,1,0,0,0,1,0.08461375193583977
10,132.17,1,0,0,1,2,0,0,1,0,0,0,1,0.06498470912321284
11,161.87,1,0,0,1,2,0,0,0,1,0,1,0,0.056321670209039915
8,54.14,1,0,0,1,3,1,0,1,0,0,1,0,0.06933388808885871
2,101.01,1,0,1,1,2,0,0,0,1,0,0,1,0.0731265172601388
7,303.82,1,1,0,0,1,1,0,0,1,0,0,1,0.12270405675429114
9,233.0,0,1,1,0,0,0,0,0,1,0,1,0,0.07438783386705254
6,82.64,1,0,0,0,0,0,0,0,1,0,0,1,0.07501819863114444
3,562.05,1,0,1,1,2,0,0,0,1,0,1,0,0.09229800860702249
2,55.11,1,0,0,0,0,0,1,0,0,0,1,0,0.07883609348127986
2,291.19,0,1,1,1,2,0,0,1,0,0,1,0,0.07858880626352081
1,29.99,0,1,1,1,2,0,0,0,1,0,0,1,0.030537507228626193
2,408.89,1,0,0,1,2,0,0,0,1,0,1,0,0.09813857777905752
1,179.28,0,1,1,1,2,0,0,1,0,0,0,1,0.08237106600131995
1,220.89,1,1,0,1,2,0,0,1,0,0,1,0,0.11893461485434068
9,308.23,1,0,0,0,0,0,0,0,1,0,1,0,0.0863914716169778
7,387.68,1,0,0,0,0,0,0,1,0,0,1,0,0.08546665561291177
4,279.77,0,1,1,1,2,0,0,1,0,0,1,0,0.07269079166551809
2,195.35,1,0,0,1,2,0,0,1,0,0,1,0,0.08109236222345491
6,430.49,0,1,0,1,3,1,0,1,0,1,0,0,0.0750188918962438
7,255.44,1,1,0,0,0,0,0,1,0,0,0,1,0.10978057247630116
1,133.17,0,1,1,0,0,0,1,0,0,0,1,0,0.09025053926815171
10,386.17,0,1,0,0,1,1,0,1,0,1,0,0,0.07500984580568991
1,1072.86,1,1,1,1,2,0,0,1,0,1,0,0,0.1031866519381559
2,70.61,1,0,1,0,0,0,0,0,1,0,0,1,0.07767256377066471
5,359.71,0,1,0,0,0,0,0,0,1,0,1,0,0.0787004791624344
4,215.36,1,1,0,1,2,0,0,0,1,0,0,1,0.11699267723382148
1,108.0,0,1,1,0,0,0,0,0,1,0,0,1,0.08035882662187972
4,124.35,0,1,1,1,3,1,0,1,0,0,0,1,0.07718405412230696
11,29.99,0,1,1,0,0,0,0,1,0,0,1,0,0.06632491942529214
4,29.99,1,0,1,0,0,0,0,0,1,0,1,0,0.06331350492789682
2,168.55,0,1,1,0,0,0,1,0,0,0,1,0,0.08470825447768277
2,38.51,1,0,1,0,0,0,0,0,1,0,0,1,0.06649401789604699
4,609.88,1,1,1,0,0,0,0,1,0,1,0,0,0.11620285058246774
9,152.23,1,0,0,1,2,0,0,1,0,0,1,0,0.05951626239009056
11,884.23,0,1,1,1,2,0,0,1,0,0,1,0,0.043231224414252936
1,48.71,0,1,0,0,1,1,0,1,0,0,1,0,0.05321215157117028
5,156.66,1,0,0,0,0,0,0,0,1,0,1,0,0.06925194167246305
2,29.99,0,1,1,1,3,1,0,1,0,0,1,0,0.06722536523699305
1,506.01,1,0,1,1,2,0,0,1,0,0,0,1,0.09624593884446639
10,501.61,1,0,1,0,0,0,0,0,1,1,0,0,0.06728346958697766
3,345.73,1,0,0,0,0,0,1,0,0,0,1,0,0.07758963784767528
10,240.38,1,0,0,0,0,0,1,0,0,0,0,1,0.06791015363265022
9,31.12,1,0,1,1,3,1,0,1,0,0,0,1,0.06663502297004968
9,262.49,1,1,1,1,2,0,0,1,0,0,0,1,0.10600507690384113
2,170.0,0,1,0,0,0,0,0,1,0,0,0,1,0.07654918635704899
10,29.99,0,1,0,1,2,0,0,1,0,0,0,1,0.07694834503908772
5,49.02,0,1,0,1,2,0,0,0,1,0,1,0,0.06551608639403883
2,86.64,1,0,0,0,0,0,0,1,0,0,1,0,0.08354899384150408
9,443.09,0,1,0,1,2,0,0,1,0,0,1,0,0.079987812481262
1,222.99,0,1,0,0,0,0,0,1,0,0,1,0,0.0808198264304712
5,245.95,1,1,1,0,0,0,1,0,0,0,0,1,0.08617080038887887
2,1359.17,0,1,1,1,2,0,0,0,1,0,0,1,0.06542683409332897
10,61.77,1,0,1,1,2,0,0,0,1,0,0,1,0.06473239055299626
9,47.16,1,0,1,1,2,0,0,1,0,0,0,1,0.06687974663276072
8,576.78,0,1,1,1,3,1,0,0,1,0,1,0,0.08403064017493396
8,97.31,1,0,0,0,0,0,0,0,1,0,1,0,0.07034454266939649
6,414.05,0,1,0,0,0,0,0,0,1,0,0,1,0.08437866546436132
5,142.88,1,0,0,1,2,0,0,0,1,0,0,1,0.071786394901883
1,675.42,0,1,1,1,3,1,1,0,0,0,0,1,0.08392377169523732
12,29.99,1,0,1,1,2,0,1,0,0,0,0,1,0.06518450677567006
4,189.84,1,0,1,0,0,0,0,0,1,0,1,0,0.07523998109442967
10,37.07,1,0,0,1,2,0,0,1,0,0,0,1,0.07583460157529408
4,283.06,1,1,0,1,2,0,0,0,1,1,0,0,0.11838822488448353
9,483.59,0,1,1,1,2,0,0,1,0,0,1,0,0.07654632414137937
9,192.27,0,1,0,0,0,0,0,1,0,0,1,0,0.0736578339059324
1,602.96,1,0,1,1,3,1,0,0,1,0,0,1,0.09698453083010217
4,278.68,1,0,0,1,2,0,0,1,0,0,1,0,0.07146051221212436
1,114.67,1,0,1,0,0,0,0,0,1,0,0,1,0.07682045832677117
9,116.1,1,0,1,0,0,0,0,0,1,0,1,0,0.06582237748171293
1,29.99,0,1,0,1,2,0,0,0,1,0,0,1,0.03024414111489837
12,37.71,0,1,0,1,2,0,0,1,0,0,1,0,0.07054235650843954
12,137.31,1,0,1,0,0,0,0,1,0,0,0,1,0.061403983633461515
11,195.89,0,1,0,0,0,0,0,0,1,0,1,0,0.06688717875652554
3,70.02,1,0,1,0,0,0,0,1,0,0,0,1,0.0746873017402454
4,175.33,0,1,1,1,2,0,0,0,1,0,1,0,0.0803148171810258
1,29.99,0,1,1,0,0,0,0,0,1,0,1,0,0.0648849079810368
7,96.16,0,1,0,0,0,0,0,1,0,0,1,0,0.06920532093090938
3,963.27,1,0,1,0,0,0,0,0,1,1,0,0,0.07903852185932222
9,557.71,1,1,1,1,3,1,0,0,1,0,1,0,0.1158197254096694
9,848.31,1,0,1,0,0,0,0,0,1,1,0,0,0.05431347181338994
1,73.38,0,1,1,1,3,1,0,0,1,0,1,0,0.08181295139291214
1,914.87,1,0,1,0,0,0,0,1,0,0,0,1,0.07236013270110417
3,191.86,0,1,1,0,0,0,0,1,0,0,0,1,0.07631735607603861
8,29.99,1,0,0,1,2,0,1,0,0,0,0,1,0.06359628903311741
9,86.75,0,1,0,1,2,0,0,1,0,0,0,1,0.0756124638757328
4,471.94,0,1,0,1,3,1,1,0,0,1,0,0,0.06378352161954637
1,651.89,1,1,1,0,0,0,0,1,0,0,0,1,0.12425442668294279
5,104.93,0,1,0,0,0,0,0,1,0,0,1,0,0.06862993639690641
8,153.34,0,1,1,0,0,0,0,1,0,0,1,0,0.06617981258713489
3,301.31,1,0,0,0,0,0,0,1,0,0,0,1,0.087742176532641
6,465.27,1,1,0,0,0,0,0,0,1,1,0,0,0.11175596271196236
7,152.56,0,1,0,0,1,1,1,0,0,0,1,0,0.06647221178397414
9,168.84,1,0,1,1,3,1,0,1,0,0,0,1,0.06598161286653279
2,230.11,0,1,1,0,0,0,0,0,1,0,1,0,0.08365533278135293
10,45.03,0,1,0,0,0,0,0,1,0,0,0,1,0.07726663866394082
6,29.99,1,0,1,1,2,0,0,0,1,0,1,0,0.0638570959751904
9,232.0,1,0,0,0,0,0,0,0,1,0,0,1,0.07929013220186262
1,102.64,1,0,0,0,0,0,0,0,1,0,1,0,0.08462211562747869
6,29.99,1,0,1,0,0,0,0,1,0,0,1,0,0.05870327436597633
10,36.22,0,1,0,1,2,0,0,0,1,0,1,0,0.0834085093208402
1,29.99,0,1,1,1,3,1,0,0,1,0,0,1,0.030537507228626193
1,221.51,0,1,0,0,0,0,0,0,1,0,1,0,0.08401463357531658
10,312.81,1,0,0,1,2,0,0,1,0,0,0,1,0.07315624488532273
10,374.12,1,0,1,1,3,1,0,0,1,0,0,1,0.07475033681878497
1,132.62,1,0,0,0,0,0,1,0,0,0,0,1,0.08974938864184076
2,522.26,1,0,1,0,0,0,0,1,0,0,0,1,0.09328993451822118
2,78.33,1,0,1,1,2,0,0,0,1,0,1,0,0.08000721686804736
5,290.08,1,1,0,0,0,0,0,1,0,0,1,0,0.11413672763807342
3,402.39,1,1,0,1,3,1,0,1,0,0,1,0,0.12370001673987494
3,418.36,1,0,0,1,2,0,0,1,0,0,0,1,0.09271622481116207
1,118.95,0,1,0,1,3,1,0,0,1,0,1,0,0.08483546403576851
10,52.6,0,1,1,1,2,0,1,0,0,0,1,0,0.07609437408085191
10,29.99,1,0,1,0,0,0,1,0,0,0,0,1,0.07010155935601714
6,29.99,1,0,1,0,0,0,0,1,0,0,1,0,0.05870327436597633
5,253.31,1,1,0,1,2,0,1,0,0,0,1,0,0.08194210453103254
10,29.99,0,1,0,1,2,0,0,1,0,0,1,0,0.07420066482525133
8,133.1,0,1,1,0,0,0,0,1,0,0,1,0,0.06882587078782366
9,48.2,1,0,1,1,2,0,0,1,0,0,0,1,0.06674926720228297
3,137.75,1,0,0,1,2,0,0,0,1,0,0,1,0.07991633023022147
4,53.01,1,0,0,0,0,0,0,1,0,0,1,0,0.07594800721286903
8,502.15,0,1,1,0,0,0,0,1,0,0,0,1,0.07251456053261002
6,48.3,1,0,1,1,2,0,0,0,1,0,0,1,0.070112205272032
4,202.89,0,1,0,1,2,0,0,0,1,0,0,1,0.07823178061226953
2,85.11,0,1,1,0,0,0,0,0,1,0,1,0,0.07670052721443359
12,29.99,0,1,0,0,0,0,0,0,1,0,1,0,0.07666077547305908
10,142.4,1,0,1,1,2,0,0,1,0,0,1,0,0.05666377271970688
8,29.99,0,1,0,0,0,0,0,1,0,0,1,0,0.05887929461181057
7,712.62,1,1,1,1,2,0,0,1,0,0,1,0,0.11305609831298957
2,122.77,0,1,1,0,0,0,1,0,0,0,0,1,0.08487050857732337
9,89.76,1,0,1,1,2,0,0,0,1,0,0,1,0.06585330917627862
1,29.99,0,1,1,0,0,0,1,0,0,0,1,0,0.06004613567632319
12,133.7,0,1,1,1,2,0,0,0,1,0,0,1,0.07096139080454902
6,112.34,1,0,1,0,0,0,1,0,0,0,0,1,0.06843078501526742
4,356.43,1,0,1,1,2,0,0,1,0,0,1,0,0.08172242223926016
12,29.99,0,1,0,0,1,1,1,0,0,0,1,0,0.073179574018652
4,343.61,1,0,1,0,0,0,1,0,0,0,1,0,0.07433636982419853
4,87.18,1,0,1,1,2,0,0,1,0,0,1,0,0.07352707033006732
9,29.99,1,0,0,1,2,0,0,0,1,0,0,1,0.0876169412010744
9,35.54,0,1,1,0,0,0,0,1,0,0,0,1,0.06913495540320935
9,348.63,1,1,0,0,0,0,0,1,0,1,0,0,0.11053071944135612
4,233.74,1,0,0,1,2,0,0,0,1,0,0,1,0.08393041964319779
4,29.99,0,1,0,1,2,0,0,1,0,0,1,0,0.0608887178836697
7,44.97,0,1,1,0,0,0,0,1,0,0,0,1,0.06940258992233175
3,86.15,1,0,0,0,1,1,1,0,0,0,1,0,0.07973334712641961
11,371.86,0,1,0,0,0,0,1,0,0,0,1,0,0.062007886417850114
11,29.99,0,1,0,1,2,0,0,1,0,0,1,0,0.067204578303266
2,214.86,1,0,1,1,3,1,1,0,0,0,1,0,0.07895215708561786
5,141.34,0,1,0,0,0,0,1,0,0,0,0,1,0.0730376052940159
5,36.21,1,0,1,1,2,0,1,0,0,0,1,0,0.061355115549936834
4,181.81,1,0,1,0,0,0,1,0,0,0,1,0,0.07245437858506999
1,313.93,0,1,0,1,2,0,0,1,0,1,0,0,0.07434290930791129
12,86.72,1,0,1,0,0,0,0,0,1,0,0,1,0.06351949499071032
8,139.82,0,1,1,1,2,0,0,1,0,0,1,0,0.06757426077876
5,474.93,1,0,0,1,2,0,0,1,0,1,0,0,0.07657826926074399
4,123.4,0,1,0,0,0,0,0,0,1,0,1,0,0.0770834912396949
8,68.29,1,0,1,1,2,0,0,1,0,0,1,0,0.06434482789565857
7,29.99,1,0,1,0,0,0,0,1,0,0,0,1,0.06009293259255882
1,177.92,1,0,0,1,2,0,1,0,0,0,0,1,0.08566039455442956
6,31.15,1,0,0,1,2,0,0,1,0,0,0,1,0.06361225219308064
9,309.76,0,1,0,0,0,0,0,0,1,0,1,0,0.08322029377298072
9,379.92,0,1,1,1,2,0,0,1,0,0,0,1,0.07496123251078315
7,35.89,1,0,0,1,2,0,0,0,1,0,1,0,0.06745342004965467
2,125.14,1,0,1,1,2,0,0,1,0,0,1,0,0.0807766445218273
12,164.08,1,0,0,1,2,0,0,1,0,0,1,0,0.06644196022716699
10,86.01,1,0,0,0,1,1,0,0,1,0,1,0,0.07371820390551204
3,230.71,1,0,0,0,0,0,0,0,1,0,0,1,0.08368800854880294
1,235.5,1,0,1,1,2,0,0,0,1,0,0,1,0.08365247768845889
11,425.83,1,0,0,0,0,0,0,1,0,0,0,1,0.07598057173964325
9,248.06,0,1,1,1,2,0,0,0,1,0,1,0,0.07496404750306325
11,211.99,1,1,0,1,3,1,0,1,0,0,0,1,0.10218474882309991
5,196.4,0,1,0,0,0,0,0,1,0,0,1,0,0.06963786374946934
10,62.36,0,1,1,0,0,0,1,0,0,0,0,1,0.07593130825023103
1,481.43,1,0,0,1,2,0,1,0,0,0,0,1,0.09286911757348118
4,170.68,0,1,1,0,0,0,0,1,0,0,1,0,0.07825085788033512
1,29.99,1,0,1,0,0,0,1,0,0,0,0,1,0.030267256972894507
11,124.2,0,1,1,0,0,0,0,1,0,0,0,1,0.06742768134351979
6,29.99,1,0,1,1,3,1,0,1,0,0,0,1,0.05978811230470178
2,667.86,1,0,1,1,2,0,0,1,0,0,0,1,0.09330419691668335
12,59.82,1,0,1,1,2,0,0,0,1,0,1,0,0.07050992645181378
2,168.81,0,1,0,1,3,1,0,1,0,0,0,1,0.07654918635704899
5,181.83,0,1,0,1,2,0,0,1,0,0,1,0,0.06911902577473483
2,235.49,1,0,1,0,0,0,0,0,1,0,1,0,0.07900537994079587
7,56.65,1,0,1,1,2,0,0,1,0,0,0,1,0.06663303566804478
8,215.5,1,0,0,0,0,0,0,0,1,0,1,0,0.07320553763863812
5,81.97,0,1,0,1,2,0,0,1,0,0,0,1,0.07126200467900909
10,143.57,1,0,0,1,2,0,0,1,0,0,0,1,0.061997467739506665
11,97.25,1,0,1,0,0,0,0,0,1,0,1,0,0.059343737203932656
3,275.18,1,0,1,1,2,0,0,0,1,0,1,0,0.0701411241030951
6,164.13,0,1,1,1,2,0,0,1,0,0,1,0,0.07137095805843507
3,147.08,1,0,0,1,3,1,0,0,1,0,0,1,0.07919273940920588
10,118.86,0,1,1,0,0,0,0,1,0,0,0,1,0.06906455697138372
9,68.77,0,1,1,1,2,0,0,1,0,0,0,1,0.06731040748243002
2,560.66,1,0,1,0,0,0,0,1,0,0,0,1,0.09486384601432796
2,29.99,0,1,0,0,0,0,0,1,0,0,1,0,0.05818172817976071
10,315.22,1,1,0,0,0,0,0,0,1,0,0,1,0.1139590517524883
7,399.94,1,0,0,0,0,0,0,1,0,0,1,0,0.08546665561291177
1,37.62,0,1,1,0,1,1,0,0,1,0,0,1,0.03787767034704853
9,172.77,1,0,1,1,2,0,0,1,0,0,0,1,0.06598161286653279
2,1188.38,0,1,1,1,2,0,0,1,0,1,0,0,0.07786350988241443
4,319.52,0,1,0,1,2,0,0,1,0,1,0,0,0.07304093980779591
3,135.91,0,1,1,0,0,0,1,0,0,0,1,0,0.08144191103768064
