,price_doc,full_sq,life_sq,num_room,kitch_sq
19906,6559300,73,1.0,2.0,1.0
19909,6100000,38,19.0,1.0,9.0
19917,5900000,36,18.0,1.0,9.0
19918,7500000,56,37.0,3.0,6.0
19928,18316186,124,124.0,3.0,19.0
19931,5950000,35,19.0,1.0,9.0
19933,10500000,82,52.0,3.0,11.0
19934,1000000,55,32.0,2.0,9.0
19936,9800000,64,38.0,3.0,8.0
19937,6200000,42,26.0,2.0,5.0
19938,5500000,39,20.0,1.0,8.0
19941,8000000,30,17.0,1.0,5.0
19955,5138208,52,52.0,2.0,1.0
19960,6200000,37,19.0,1.0,8.0
19965,13700000,78,53.0,3.0,7.0
19974,1000000,75,53.0,3.0,8.0
19978,2000000,42,28.0,2.0,5.0
19980,7600000,45,28.0,2.0,6.0
19986,7800000,45,28.0,2.0,6.0
19988,7400000,36,22.0,2.0,7.0
19995,11900000,74,45.0,3.0,10.0
19998,4500000,37,19.0,1.0,6.0
19999,7000000,59,41.0,3.0,6.0
20002,1100000,42,27.0,2.0,5.0
20003,8000000,61,33.0,2.0,11.0
20010,12700000,62,34.0,2.0,9.0
20012,13300000,56,35.0,2.0,9.0
20013,13500000,68,46.0,3.0,7.0
20017,12600000,77,45.0,3.0,10.0
20018,7200000,51,29.0,2.0,7.0
20026,1000000,45,28.0,2.0,5.0
20036,9000000,54,32.0,2.0,9.0
20040,8850000,54,32.0,2.0,9.0
20047,12245000,75,41.0,3.0,8.0
20050,7500000,31,17.0,1.0,6.0
20052,5700000,51,30.0,2.0,8.0
20060,5000000,31,19.0,1.0,5.0
20063,4800000,32,18.0,1.0,6.0
20064,6400000,28,11.0,1.0,7.0
20065,7612000,38,19.0,1.0,8.0
20069,12000000,82,54.0,4.0,9.0
20070,9000000,53,33.0,2.0,9.0
20071,6800000,38,19.0,1.0,7.0
20074,6500000,42,29.0,2.0,4.0
20079,10500000,48,29.0,2.0,9.0
20082,9000000,45,29.0,2.0,5.0
20083,2000000,44,27.0,2.0,6.0
20084,32945228,112,112.0,3.0,12.0
20087,11600000,67,40.0,3.0,8.0
20089,15469574,78,1.0,2.0,1.0
20091,1200000,46,28.0,2.0,6.0
20094,9500000,52,30.0,2.0,8.0
20103,15100000,59,35.0,2.0,7.0
20104,8800000,53,38.0,3.0,6.0
20106,2000000,37,19.0,1.0,7.0
20107,9800000,59,42.0,3.0,5.0
20116,5300000,30,18.0,1.0,5.0
20119,2700000,59,33.0,2.0,10.0
20123,6150000,43,28.0,2.0,5.0
20124,6550000,47,28.0,2.0,7.0
20125,5500000,30,17.0,2.0,5.0
20131,9600000,53,40.0,3.0,5.0
20133,11913737,86,86.0,2.0,1.0
20137,18000000,107,65.0,4.0,11.0
20138,8250000,44,27.0,2.0,5.0
20142,12750000,66,44.0,3.0,9.0
20145,14100000,79,45.0,3.0,12.0
20146,7900000,55,36.0,3.0,5.0
20149,8600000,59,44.0,3.0,5.0
20150,6400000,45,29.0,2.0,5.0
20151,8200000,46,29.0,2.0,6.0
20155,21400000,114,74.0,5.0,9.0
20159,4850000,34,19.0,1.0,9.0
20165,6300000,32,19.0,1.0,6.0
20168,7200000,35,14.0,1.0,10.0
20169,6074821,51,1.0,2.0,1.0
20170,8100000,49,30.0,2.0,6.0
20172,2500000,33,19.0,1.0,6.0
20180,15200000,74,44.0,3.0,10.0
20181,10800000,35,18.0,1.0,6.0
20182,6300000,45,28.0,2.0,5.0
20184,5250000,36,21.0,1.0,6.0
20196,6500000,38,19.0,1.0,9.0
20199,16600000,71,44.0,3.0,9.0
20203,999000,85,37.0,2.0,17.0
20205,4900000,32,18.0,1.0,6.0
20208,6250000,35,17.0,1.0,5.0
20209,12600000,74,49.0,3.0,8.0
20210,12800000,57,32.0,2.0,10.0
20211,6500000,65,33.0,2.0,9.0
20213,6700000,44,28.0,2.0,5.0
20216,5300000,40,25.0,2.0,6.0
20219,10000000,148,97.0,4.0,23.0
20220,6100000,45,30.0,2.0,5.0
20222,8300000,38,19.0,1.0,7.0
20224,13000000,73,48.0,3.0,9.0
20225,5000000,59,30.0,2.0,10.0
20229,9500000,55,34.0,2.0,6.0
20230,7980000,36,19.0,1.0,7.0
20240,1000000,40,24.0,2.0,5.0
20242,5600000,39,20.0,1.0,10.0
20257,6600000,33,14.0,1.0,10.0
20267,9500000,106,79.0,1.0,17.0
20270,7000000,38,19.0,1.0,8.0
20272,42750000,125,75.0,4.0,14.0
20273,7472293,62,62.0,2.0,1.0
20274,6350000,30,18.0,1.0,5.0
20280,9400000,54,32.0,2.0,8.0
20291,2000000,53,34.0,3.0,6.0
20292,13750000,64,34.0,2.0,11.0
20293,6500000,45,33.0,2.0,5.0
20294,7250000,43,31.0,2.0,5.0
20296,4200000,23,15.0,1.0,3.0
20297,5400000,32,20.0,1.0,5.0
20304,15751497,54,54.0,1.0,1.0
20312,8000000,38,23.0,2.0,6.0
20325,7700000,40,26.0,2.0,5.0
20333,9000000,38,19.0,1.0,8.0
20338,2000000,30,18.0,1.0,5.0
20339,13500000,65,43.0,3.0,7.0
20340,8400000,36,25.0,2.0,4.0
20345,5550000,31,18.0,1.0,5.0
20347,6500000,32,21.0,1.0,5.0
20348,7700000,60,37.0,3.0,6.0
20349,16500000,73,44.0,3.0,10.0
20350,4200000,25,15.0,1.0,4.0
20356,8000000,56,37.0,3.0,6.0
20361,6000000,34,19.0,1.0,10.0
20365,7100000,40,26.0,2.0,5.0
20367,11300000,50,30.0,2.0,8.0
20368,7000000,41,22.0,2.0,6.0
20373,5845213,64,64.0,2.0,1.0
20375,6350000,46,30.0,2.0,5.0
20376,1000000,32,20.0,1.0,5.0
20377,10700000,70,47.0,3.0,8.0
20378,18200000,80,37.0,2.0,12.0
20380,7300000,37,19.0,1.0,7.0
20390,4000000,41,27.0,2.0,5.0
20392,3200000,41,25.0,2.0,5.0
20393,6100000,32,17.0,1.0,7.0
20396,6400000,38,19.0,1.0,8.0
20397,8050000,46,30.0,2.0,5.0
20406,4650000,27,14.0,1.0,5.0
20410,8500000,38,19.0,1.0,8.0
20411,6450000,44,28.0,2.0,5.0
20412,10400000,63,44.0,3.0,7.0
20413,11900000,72,45.0,3.0,9.0
20418,9200000,53,28.0,2.0,11.0
20419,8900000,59,38.0,3.0,5.0
20421,2000000,58,44.0,3.0,5.0
20425,5000000,67,45.0,3.0,6.0
20427,11500000,39,16.0,1.0,11.0
20432,14179968,100,100.0,1.0,1.0
20433,12400000,49,28.0,2.0,7.0
20435,13700000,77,46.0,3.0,10.0
20439,8200000,53,28.0,2.0,11.0
20441,8000000,46,28.0,2.0,5.0
20443,22000000,93,60.0,3.0,9.0
20444,5500000,35,19.0,1.0,9.0
20449,7300000,41,26.0,2.0,4.0
20451,6650000,36,15.0,1.0,9.0
20455,14000000,69,33.0,2.0,15.0
20461,5700000,35,16.0,1.0,9.0
20466,9200800,42,42.0,1.0,1.0
20470,7700000,45,29.0,2.0,6.0
20472,9600000,62,35.0,2.0,6.0
20474,13500000,84,48.0,4.0,8.0
20480,9650000,45,27.0,2.0,6.0
20482,9800000,54,32.0,2.0,9.0
20485,6400000,44,27.0,2.0,6.0
20488,7300000,44,27.0,2.0,5.0
20492,5700000,31,19.0,1.0,5.0
20494,10000000,77,46.0,3.0,10.0
20500,5575000,33,18.0,1.0,6.0
20502,12900000,61,59.0,2.0,10.0
20510,8850000,58,42.0,3.0,5.0
20511,12300000,78,51.0,3.0,10.0
20513,14000000,51,35.0,2.0,8.0
20515,7800000,36,19.0,1.0,9.0
20516,9450000,62,37.0,3.0,8.0
20521,12800000,77,33.0,2.0,13.0
20526,6000000,32,31.0,1.0,5.0
20532,11800000,43,28.0,2.0,5.0
20534,8200000,36,20.0,1.0,9.0
20536,15200000,75,44.0,3.0,10.0
20538,7800000,44,30.0,2.0,5.0
20545,5100000,33,18.0,1.0,6.0
20547,6300000,43,27.0,2.0,5.0
20548,6400000,38,19.0,1.0,7.0
20556,6700000,43,27.0,2.0,5.0
20558,5500000,32,17.0,1.0,6.0
20564,4000000,32,18.0,1.0,6.0
20568,12800000,53,22.0,1.0,12.0
20577,4388326,57,57.0,2.0,12.0
20590,4700000,31,16.0,1.0,7.0
20591,7600000,32,21.0,1.0,5.0
20596,3000000,57,31.0,2.0,10.0
20600,6800000,45,31.0,2.0,5.0
20602,11200000,61,48.0,3.0,0.0
20605,11500000,54,32.0,2.0,9.0
20606,5800000,39,20.0,1.0,8.0
20611,6400000,37,22.0,2.0,6.0
20613,1000000,36,20.0,1.0,10.0
20623,7650000,41,20.0,1.0,8.0
20624,15800000,70,50.0,3.0,7.0
20634,7000000,44,30.0,2.0,5.0
20636,4231500,35,35.0,1.0,1.0
20637,3000000,63,33.0,2.0,12.0
20638,5150000,31,18.0,1.0,5.0
20640,11730000,64,40.0,3.0,8.0
20653,1500000,37,18.0,1.0,9.0
20654,8500000,38,19.0,1.0,7.0
20661,6250000,40,20.0,1.0,8.0
20665,1000000,45,28.0,2.0,6.0
20666,5780000,35,14.0,1.0,9.0
20668,10500000,57,34.0,2.0,10.0
20674,6500000,51,30.0,2.0,8.0
20675,14433053,76,38.0,2.0,14.0
20681,8025000,45,30.0,2.0,1.0
20682,11500000,55,33.0,2.0,7.0
20686,7200000,44,28.0,2.0,6.0
20690,6350000,44,28.0,2.0,5.0
20699,6921550,47,21.0,1.0,13.0
20701,12550000,75,43.0,3.0,9.0
20707,7000000,39,23.0,2.0,6.0
20713,10600000,40,18.0,1.0,9.0
20716,5040000,30,18.0,1.0,5.0
20721,1000000,30,17.0,1.0,5.0
20727,19850000,69,41.0,3.0,8.0
20730,13500000,77,51.0,3.0,7.0
20731,6200000,35,14.0,1.0,9.0
20732,14884250,102,102.0,3.0,1.0
20735,3500000,59,44.0,3.0,6.0
20738,8900000,51,34.0,3.0,6.0
20742,6500000,36,18.0,1.0,6.0
20758,30274932,119,114.0,3.0,14.0
20762,5950000,39,24.0,2.0,5.0
20769,7300000,36,21.0,2.0,7.0
20770,11400000,84,45.0,3.0,10.0
20775,10500000,98,72.0,4.0,8.0
20777,11622900,73,38.0,2.0,1.0
20778,7200000,45,27.0,2.0,6.0
20780,6300000,45,30.0,2.0,5.0
20786,33000000,128,72.0,4.0,16.0
20794,7636000,74,45.0,3.0,10.0
20796,3010000,64,27.0,1.0,17.0
20797,6450000,41,26.0,2.0,5.0
20798,3060006,37,37.0,1.0,1.0
20809,8000000,49,34.0,3.0,6.0
20810,10000000,56,29.0,2.0,9.0
20811,7600000,46,29.0,2.0,6.0
20820,7700000,45,29.0,2.0,6.0
20821,3000000,42,28.0,2.0,5.0
20831,8000000,41,27.0,2.0,5.0
20844,3900000,21,11.0,1.0,4.0
20849,5700000,42,28.0,2.0,6.0
20861,6700000,40,25.0,2.0,5.0
20865,4500000,21,14.0,1.0,3.0
20869,5250000,33,18.0,1.0,6.0
20873,5600000,32,20.0,1.0,5.0
20882,6650000,45,28.0,2.0,6.0
20886,9450000,44,27.0,2.0,6.0
20888,6600000,42,27.0,2.0,5.0
20891,6790000,45,28.0,2.0,5.0
20894,2000000,59,42.0,3.0,6.0
20898,14050000,55,32.0,2.0,7.0
20901,10200000,74,43.0,3.0,10.0
20904,7500000,44,28.0,2.0,6.0
20905,8500000,36,22.0,2.0,7.0
20906,6500000,43,29.0,2.0,5.0
20908,1200000,44,29.0,2.0,5.0
20916,6800000,40,20.0,1.0,8.0
20918,1200000,37,22.0,2.0,7.0
20920,5900000,35,19.0,1.0,9.0
20921,16700000,90,38.0,2.0,17.0
20922,19900000,80,55.0,3.0,10.0
20923,12250000,59,33.0,2.0,10.0
20925,10854000,54,32.0,2.0,9.0
20928,11200000,48,31.0,2.0,9.0
20931,3650000,13,9.0,1.0,1.0
20934,7350000,41,23.0,2.0,6.0
20938,9150000,56,39.0,3.0,5.0
20939,5950000,44,26.0,2.0,5.0
20940,14500000,72,27.0,3.0,9.0
20943,6700000,46,28.0,2.0,6.0
20948,6550000,39,24.0,2.0,6.0
20949,14634800,80,40.0,2.0,13.0
20951,7500000,37,22.0,2.0,6.0
20958,7200000,32,21.0,1.0,5.0
20961,9600000,67,46.0,3.0,7.0
20964,3000000,58,34.0,2.0,10.0
20967,990000,52,27.0,2.0,9.0
20968,1800000,53,32.0,2.0,9.0
20969,6500000,38,19.0,1.0,7.0
20971,7250000,42,25.0,2.0,5.0
20974,5650000,34,19.0,1.0,9.0
20978,6500000,35,21.0,2.0,6.0
20981,8200000,54,29.0,2.0,7.0
20982,8770000,39,22.0,2.0,6.0
20984,3000000,43,27.0,2.0,6.0
20986,5100000,32,19.0,1.0,5.0
20989,6970000,44,29.0,2.0,5.0
20993,7500000,58,40.0,3.0,5.0
20996,13700000,58,37.0,2.0,9.0
20997,11150000,59,38.0,3.0,6.0
21000,2000000,45,29.0,2.0,6.0
21004,20000000,88,45.0,3.0,12.0
21005,7450000,39,21.0,1.0,8.0
21010,32652930,119,119.0,3.0,0.0
21011,6900000,47,29.0,2.0,6.0
21012,12500000,55,34.0,2.0,8.0
21013,5850000,31,18.0,1.0,5.0
21019,1000000,79,45.0,3.0,9.0
21025,11000000,59,29.0,2.0,9.0
21028,7900000,43,29.0,2.0,5.0
21038,12100000,74,45.0,3.0,9.0
21041,6800000,47,29.0,2.0,5.0
21045,12200000,57,29.0,2.0,9.0
21047,8100000,53,30.0,2.0,8.0
21050,9300000,51,30.0,2.0,8.0
21052,4600000,32,20.0,1.0,5.0
21055,4600000,34,19.0,1.0,6.0
21056,1000000,51,30.0,2.0,8.0
21060,7000000,31,18.0,1.0,6.0
21066,26200000,134,69.0,4.0,14.0
21070,2000000,34,33.0,1.0,7.0
21071,12900000,58,34.0,2.0,10.0
21072,7100000,45,31.0,2.0,5.0
21083,19000000,72,41.0,3.0,8.0
21085,7200000,32,21.0,1.0,5.0
21088,4300000,24,13.0,1.0,5.0
21090,9000000,59,38.0,3.0,5.0
21097,6300000,43,26.0,2.0,5.0
21098,9850000,58,40.0,3.0,5.0
21102,7100000,39,20.0,1.0,10.0
21103,10500000,64,38.0,3.0,8.0
21105,9500000,58,43.0,3.0,5.0
21108,1500000,37,18.0,1.0,8.0
21118,5500000,33,19.0,1.0,6.0
21121,5800000,34,19.0,1.0,9.0
21123,27730004,143,78.0,4.0,16.0
21127,12000000,72,43.0,3.0,10.0
21129,7900000,45,29.0,2.0,5.0
21130,18420000,78,49.0,3.0,9.0
21131,7650000,45,29.0,2.0,5.0
21134,8950000,59,58.0,3.0,6.0
21140,7200000,53,30.0,2.0,8.0
21142,8100000,39,19.0,1.0,8.0
21143,12000000,59,33.0,2.0,7.0
21144,9000000,47,20.0,2.0,11.0
21145,14500000,77,45.0,3.0,10.0
21146,6800000,32,21.0,1.0,5.0
21147,8220000,54,31.0,2.0,8.0
21149,32500000,121,62.0,3.0,19.0
21151,7200000,38,19.0,1.0,8.0
21153,6200000,36,20.0,1.0,9.0
21155,1000000,74,44.0,3.0,10.0
21158,5000000,34,19.0,1.0,9.0
21159,7500000,43,29.0,2.0,5.0
21160,3000000,43,27.0,2.0,6.0
21164,8300000,52,30.0,2.0,8.0
21165,12500000,57,31.0,2.0,5.0
21167,11400000,50,30.0,2.0,8.0
21168,6120000,39,23.0,2.0,6.0
21170,7850000,37,19.0,1.0,7.0
21174,7000000,44,26.0,2.0,5.0
21178,6450000,32,17.0,1.0,7.0
21180,14600000,80,54.0,3.0,8.0
21181,6250000,45,28.0,2.0,5.0
21184,7500000,94,56.0,4.0,11.0
21185,13500000,54,35.0,2.0,8.0
21189,1000000,38,20.0,1.0,10.0
21194,8700000,52,29.0,2.0,8.0
21196,6300000,46,27.0,2.0,6.0
21202,7700000,50,29.0,1.0,8.0
21203,18759000,101,101.0,3.0,1.0
21204,19972880,69,69.0,2.0,1.0
21208,1500000,51,35.0,3.0,6.0
21213,7375000,45,28.0,2.0,5.0
21223,16500000,103,64.0,4.0,10.0
21228,7900000,46,44.0,1.0,1.0
21229,7700000,38,23.0,2.0,6.0
21231,6400000,40,25.0,2.0,5.0
21232,1000000,48,30.0,2.0,7.0
21233,990000,37,19.0,1.0,8.0
21235,6750000,38,22.0,2.0,7.0
21236,9100000,60,39.0,3.0,8.0
21238,10150000,60,43.0,3.0,5.0
21240,7750000,61,43.0,3.0,6.0
21241,7700000,39,18.0,1.0,8.0
21242,7100000,43,27.0,2.0,5.0
21248,8600000,63,38.0,3.0,8.0
21249,7100000,44,30.0,2.0,5.0
21253,21300000,100,76.0,4.0,8.0
21257,8950000,62,44.0,3.0,6.0
21260,6800000,44,27.0,2.0,5.0
21261,7400000,33,19.0,1.0,6.0
21262,1000000,54,32.0,2.0,9.0
21266,6700000,45,30.0,2.0,1.0
21267,6800000,32,18.0,1.0,6.0
21269,9500000,54,30.0,2.0,8.0
21271,5600000,34,19.0,1.0,9.0
21272,7000000,48,29.0,2.0,5.0
21275,2000000,48,31.0,2.0,8.0
21280,8200000,36,19.0,1.0,8.0
21284,6400000,44,26.0,2.0,5.0
21285,4287500,43,43.0,1.0,0.0
21295,6600000,33,16.0,1.0,6.0
21296,4845136,37,15.0,1.0,10.0
21297,7200000,44,28.0,2.0,5.0
21305,5490000,24,13.0,1.0,6.0
21309,12800000,79,51.0,4.0,8.0
21312,14500000,64,43.0,3.0,8.0
21314,22500000,81,50.0,3.0,9.0
21317,3000000,41,19.0,1.0,8.0
21318,6350000,38,22.0,2.0,7.0
21320,8400000,48,32.0,2.0,8.0
21322,1000000,45,27.0,2.0,6.0
21323,5945820,72,34.0,2.0,12.0
21324,8200000,45,44.0,2.0,5.0
21327,9600000,75,46.0,3.0,10.0
21330,11200000,71,42.0,2.0,11.0
21331,11300000,74,40.0,3.0,0.0
21339,12150000,54,32.0,2.0,9.0
21340,6200000,31,19.0,1.0,5.0
21341,5900000,44,27.0,2.0,5.0
21344,7700000,46,29.0,2.0,6.0
21347,9950000,37,21.0,2.0,7.0
21352,8100000,56,38.0,3.0,5.0
21356,2000000,54,32.0,2.0,9.0
21361,23500000,67,32.0,2.0,8.0
21362,12800000,61,33.0,2.0,11.0
21363,8000000,52,30.0,2.0,8.0
21364,10450000,54,30.0,2.0,8.0
21365,17800000,53,35.0,3.0,5.0
21368,15700000,73,42.0,2.0,12.0
21372,15235100,104,104.0,3.0,0.0
21373,10700000,70,49.0,4.0,7.0
21374,7300000,37,22.0,2.0,7.0
21376,17700000,71,41.0,3.0,8.0
21378,9600000,58,42.0,3.0,5.0
21379,17600000,78,47.0,3.0,10.0
21381,1400000,32,20.0,1.0,5.0
21385,28000000,113,70.0,3.0,12.0
21386,990000,32,19.0,1.0,6.0
21398,7400000,44,30.0,2.0,5.0
21410,7800000,49,31.0,2.0,9.0
21412,6400000,42,28.0,2.0,5.0
21413,5730000,35,16.0,1.0,7.0
21417,6100000,31,15.0,1.0,6.0
21419,19850000,98,63.0,4.0,10.0
21422,6100000,34,18.0,1.0,9.0
21424,9200000,52,31.0,2.0,8.0
21429,3000000,38,19.0,1.0,7.0
21430,8000000,52,34.0,3.0,6.0
21431,5800000,37,21.0,1.0,6.0
21432,8000000,45,28.0,2.0,5.0
21436,13400000,68,46.0,3.0,7.0
21442,6200000,43,26.0,2.0,5.0
21447,18000000,120,62.0,3.0,18.0
21450,24500000,115,72.0,4.0,12.0
21451,10700000,72,43.0,3.0,8.0
21452,10400000,92,54.0,3.0,12.0
21454,8600000,35,19.0,2.0,9.0
21457,4700000,29,18.0,1.0,5.0
21460,7400000,38,19.0,1.0,8.0
21464,14819000,102,50.0,3.0,10.0
21469,6050000,41,20.0,1.0,8.0
21471,5450000,33,18.0,1.0,7.0
21474,7700000,47,30.0,2.0,6.0
21475,25779390,82,1.0,2.0,1.0
21477,6690000,44,28.0,2.0,6.0
21484,7550000,47,31.0,2.0,8.0
21486,9900000,63,44.0,3.0,6.0
21492,5350000,31,17.0,1.0,5.0
21502,30000000,116,78.0,4.0,14.0
21511,1000000,38,21.0,2.0,6.0
21512,40728544,133,133.0,4.0,1.0
21514,2598328,39,38.0,1.0,1.0
21515,8965000,50,29.0,2.0,9.0
21516,10400000,58,37.0,3.0,7.0
21521,19200000,93,55.0,3.0,13.0
21523,9000000,45,28.0,2.0,5.0
21524,7270038,65,65.0,2.0,1.0
21525,5450000,30,18.0,1.0,5.0
21526,990000,43,31.0,2.0,5.0
21527,14500000,64,33.0,2.0,13.0
21530,7700000,41,19.0,1.0,8.0
21533,6680000,42,27.0,2.0,5.0
21535,2000000,44,28.0,2.0,5.0
21538,6700000,30,18.0,1.0,5.0
21543,10520000,40,19.0,1.0,9.0
21546,8300000,57,32.0,2.0,9.0
21547,9200000,63,44.0,3.0,5.0
21548,5750000,32,20.0,1.0,5.0
21550,1000000,38,19.0,1.0,8.0
21551,5550000,34,19.0,1.0,10.0
21567,6850000,36,22.0,2.0,7.0
21568,11500000,58,33.0,2.0,10.0
21575,1000000,32,18.0,1.0,6.0
21576,7850000,30,17.0,1.0,5.0
21585,7100000,37,19.0,1.0,9.0
21589,2000000,52,30.0,2.0,10.0
21596,12000000,100,75.0,4.0,9.0
21600,4677336,60,60.0,2.0,13.0
21602,8200000,59,44.0,3.0,5.0
21604,1000000,33,19.0,1.0,6.0
21606,14500000,74,38.0,2.0,5.0
21607,2000000,32,17.0,1.0,7.0
21609,10000000,35,13.0,1.0,10.0
21610,4000000,30,18.0,1.0,6.0
21615,8900000,34,20.0,1.0,9.0
21621,6300000,31,18.0,1.0,6.0
21622,11000000,76,44.0,3.0,10.0
21623,4650000,33,17.0,1.0,5.0
21628,11300000,53,28.0,2.0,10.0
21631,10900000,64,44.0,3.0,9.0
21634,45000000,115,62.0,3.0,17.0
21637,7800000,45,29.0,2.0,6.0
21642,13300000,61,36.0,2.0,6.0
21644,6300000,45,29.0,2.0,5.0
21647,14500000,75,44.0,3.0,10.0
21657,8000000,73,35.0,2.0,11.0
21665,6200000,58,33.0,2.0,10.0
21668,11400000,72,43.0,3.0,9.0
21684,5650000,31,17.0,1.0,5.0
21685,17800000,55,29.0,2.0,9.0
21686,5700000,32,19.0,1.0,5.0
21706,14500000,69,46.0,3.0,7.0
21710,7700000,40,23.0,2.0,6.0
21715,16450000,72,43.0,3.0,10.0
21716,12350000,65,34.0,2.0,10.0
21731,7650000,46,31.0,2.0,1.0
21732,6400000,41,26.0,2.0,5.0
21736,1000000,81,40.0,2.0,16.0
21737,6950000,37,21.0,2.0,7.0
21741,7000000,38,23.0,2.0,6.0
21745,1000000,30,17.0,1.0,6.0
21747,6900000,42,27.0,2.0,5.0
21752,6300000,31,19.0,1.0,5.0
21755,9250000,54,41.0,3.0,5.0
21757,7000000,38,19.0,1.0,8.0
21760,6100000,31,21.0,1.0,5.0
21761,6600000,34,18.0,1.0,7.0
21768,7150000,38,23.0,2.0,6.0
21771,6150000,30,18.0,1.0,5.0
21772,12900000,77,47.0,3.0,10.0
21773,15600000,77,50.0,3.0,8.0
21780,5000000,54,32.0,2.0,9.0
21785,1000000,31,1.0,1.0,1.0
21786,6100000,45,30.0,2.0,5.0
21787,2000000,35,20.0,1.0,9.0
21791,7300000,33,17.0,1.0,6.0
21793,5400000,35,19.0,1.0,7.0
21794,7000000,38,22.0,2.0,7.0
21795,9000000,59,34.0,2.0,10.0
21796,10200000,77,44.0,3.0,10.0
21801,7000000,35,20.0,1.0,10.0
21808,7000000,45,27.0,2.0,6.0
21818,5250000,32,17.0,1.0,6.0
21819,1000000,75,45.0,3.0,10.0
21826,9400000,46,28.0,2.0,6.0
21827,9421102,56,30.0,2.0,11.0
21828,15300000,70,69.0,3.0,7.0
21829,12600000,73,44.0,3.0,10.0
21832,1585170,34,34.0,1.0,10.0
21834,6326787,52,52.0,2.0,1.0
21836,7790000,39,20.0,1.0,10.0
21843,11100000,54,27.0,2.0,12.0
21846,18500000,80,40.0,3.0,9.0
21848,3000000,60,31.0,2.0,9.0
21850,6500000,45,27.0,2.0,6.0
21853,7100000,37,19.0,1.0,7.0
21856,7100000,36,14.0,1.0,9.0
21859,6050000,39,19.0,1.0,8.0
21863,8050000,55,36.0,3.0,5.0
21865,9300000,53,32.0,2.0,9.0
21867,7300000,41,25.0,2.0,5.0
21868,4000000,31,18.0,1.0,6.0
21872,6478000,63,63.0,2.0,1.0
21875,10200000,57,43.0,3.0,5.0
21876,25500000,92,54.0,4.0,9.0
21877,7300000,52,31.0,2.0,8.0
21886,17100000,77,38.0,2.0,13.0
21887,9700000,50,30.0,2.0,8.0
21889,7550000,42,28.0,2.0,5.0
21890,7000000,59,30.0,2.0,10.0
21892,2000000,32,20.0,1.0,5.0
21893,5400000,39,20.0,1.0,8.0
21894,5700000,39,19.0,1.0,8.0
21896,13200000,80,45.0,3.0,12.0
21897,35000000,159,115.0,8.0,14.0
21900,7100000,54,32.0,2.0,9.0
21907,14336100,93,53.0,3.0,1.0
21908,10500000,60,42.0,3.0,6.0
21909,9404227,64,37.0,2.0,10.0
21910,10700000,73,42.0,3.0,10.0
21914,5200000,38,19.0,1.0,8.0
21915,2000000,52,30.0,2.0,8.0
21919,8000000,44,30.0,2.0,5.0
21921,7267500,160,160.0,3.0,0.0
21924,8950000,37,19.0,1.0,7.0
21925,9700000,54,32.0,2.0,9.0
21928,18500000,102,63.0,4.0,10.0
21935,32500000,121,62.0,3.0,19.0
21939,5950000,36,18.0,1.0,6.0
21940,2664657,55,29.0,2.0,10.0
21941,6100000,29,17.0,1.0,5.0
21942,5700000,31,20.0,1.0,5.0
21950,12775022,44,42.0,1.0,1.0
21962,5900000,35,20.0,1.0,7.0
21963,6300000,44,27.0,2.0,5.0
21964,5600000,43,28.0,2.0,5.0
21965,14800000,73,43.0,3.0,8.0
21967,2000000,32,20.0,1.0,5.0
21972,1000000,38,23.0,2.0,6.0
21978,5800000,44,27.0,2.0,6.0
21979,6700000,46,27.0,2.0,5.0
21989,6600000,36,19.0,1.0,9.0
21992,6150000,38,19.0,1.0,8.0
21999,16000000,84,52.0,3.0,10.0
22006,7000000,43,27.0,2.0,5.0
22008,6680000,48,33.0,2.0,7.0
22016,25265628,86,86.0,3.0,1.0
22017,30301982,110,110.0,3.0,1.0
22020,7100000,37,17.0,1.0,8.0
22025,5500000,54,36.0,3.0,5.0
22027,9500000,53,32.0,2.0,9.0
22029,7400000,54,31.0,2.0,9.0
22030,999000,44,27.0,2.0,6.0
22033,10000000,54,39.0,3.0,6.0
22037,17250000,73,42.0,3.0,9.0
22041,8000000,45,30.0,2.0,6.0
22042,2000000,57,56.0,2.0,11.0
22050,6500000,32,19.0,1.0,6.0
22054,10500000,59,39.0,2.0,6.0
22055,6500000,47,31.0,2.0,9.0
22057,13400000,60,37.0,3.0,6.0
22058,6750000,38,19.0,1.0,10.0
22065,7884810,46,46.0,1.0,1.0
22068,9500000,62,40.0,3.0,6.0
22079,6550000,37,16.0,1.0,9.0
22082,5300000,35,19.0,1.0,9.0
22083,11213650,69,36.0,2.0,0.0
22084,7650000,43,26.0,2.0,6.0
22088,990000,33,19.0,1.0,6.0
22100,20500000,79,45.0,3.0,12.0
22102,8000000,38,18.0,1.0,10.0
22105,6250000,41,26.0,2.0,5.0
22111,6400000,38,20.0,1.0,8.0
22112,27001900,96,96.0,3.0,1.0
22113,17600000,74,43.0,3.0,12.0
22118,2000000,54,29.0,2.0,10.0
22122,6800000,44,30.0,2.0,5.0
22129,8100000,45,32.0,2.0,5.0
22133,1000000,61,43.0,3.0,6.0
22137,13000000,75,43.0,3.0,72.0
22138,9000000,67,46.0,3.0,8.0
22139,5100000,26,12.0,1.0,7.0
22140,12700000,68,64.0,3.0,9.0
22142,5450000,35,19.0,1.0,7.0
22143,6380000,42,20.0,1.0,8.0
22149,12500000,68,41.0,3.0,8.0
22151,5250000,35,19.0,1.0,9.0
22152,5000000,57,40.0,3.0,5.0
