customer_id,wealth_segment,deceased_indicator,owns_car,property_valuation
1677,Affluent Customer,N,Yes,9
1678,High Net Worth,N,Yes,12
1679,Mass Customer,N,Yes,12
1680,Mass Customer,N,Yes,5
1681,High Net Worth,N,Yes,9
1682,Affluent Customer,N,Yes,10
1683,Mass Customer,N,Yes,12
1684,Mass Customer,N,No,9
1685,Mass Customer,N,No,2
1686,Mass Customer,N,Yes,10
1687,Affluent Customer,N,Yes,12
1688,Mass Customer,N,No,9
1689,Mass Customer,N,Yes,9
1690,Affluent Customer,N,Yes,1
1691,High Net Worth,N,Yes,8
1692,Mass Customer,N,Yes,10
1693,Affluent Customer,N,No,11
1694,Mass Customer,N,Yes,9
1695,High Net Worth,N,Yes,10
1696,High Net Worth,N,No,6
1697,Mass Customer,N,Yes,12
1698,Affluent Customer,N,Yes,9
1699,Mass Customer,N,Yes,6
1700,High Net Worth,N,Yes,3
1701,High Net Worth,N,No,5
1702,Mass Customer,N,No,11
1703,Mass Customer,N,Yes,8
1704,High Net Worth,N,No,10
1705,Mass Customer,N,Yes,10
1706,High Net Worth,N,Yes,12
1707,High Net Worth,N,No,5
1708,High Net Worth,N,No,7
1709,Affluent Customer,N,No,9
1710,High Net Worth,N,No,5
1711,High Net Worth,N,Yes,9
1712,High Net Worth,N,Yes,11
1713,High Net Worth,N,Yes,8
1714,High Net Worth,N,Yes,9
1715,Mass Customer,N,Yes,8
1716,Affluent Customer,N,No,11
1717,Mass Customer,N,No,4
1718,High Net Worth,N,Yes,4
1719,High Net Worth,N,No,7
1720,Mass Customer,N,Yes,12
1721,High Net Worth,N,No,7
1722,Mass Customer,N,No,10
1723,Mass Customer,N,Yes,12
1724,High Net Worth,N,Yes,8
1725,High Net Worth,N,Yes,10
1726,High Net Worth,N,No,10
1727,High Net Worth,N,No,5
1728,Affluent Customer,N,No,8
1729,High Net Worth,N,No,5
1730,Mass Customer,N,No,4
1731,High Net Worth,N,Yes,2
1732,Mass Customer,N,Yes,4
1733,High Net Worth,N,No,8
1734,Mass Customer,N,Yes,9
1735,Mass Customer,N,No,4
1736,Affluent Customer,N,No,8
1737,Affluent Customer,N,Yes,9
1738,High Net Worth,N,Yes,7
1739,Mass Customer,N,No,3
1740,Mass Customer,N,Yes,8
1741,High Net Worth,N,No,4
1742,High Net Worth,N,No,4
1743,Affluent Customer,N,Yes,5
1744,High Net Worth,N,No,8
1745,Mass Customer,N,Yes,9
1746,High Net Worth,N,No,12
1747,Affluent Customer,N,No,11
1748,Mass Customer,N,Yes,10
1749,High Net Worth,N,No,11
1750,Mass Customer,N,Yes,10
1751,Mass Customer,N,No,11
1752,Mass Customer,N,No,6
1753,High Net Worth,N,Yes,3
1754,Mass Customer,N,Yes,2
1755,Mass Customer,N,No,12
1756,High Net Worth,N,No,8
1757,High Net Worth,N,No,9
1758,Mass Customer,N,Yes,9
1759,High Net Worth,N,No,6
1760,High Net Worth,N,No,8
1761,Mass Customer,N,Yes,7
1762,Mass Customer,N,Yes,9
1763,Affluent Customer,N,Yes,3
1764,Mass Customer,N,Yes,12
1765,High Net Worth,N,No,7
1766,Affluent Customer,N,No,10
1767,Affluent Customer,N,Yes,5
1768,High Net Worth,N,No,10
1769,Mass Customer,N,Yes,8
1770,Mass Customer,N,Yes,7
1771,Mass Customer,N,Yes,11
1772,High Net Worth,N,Yes,1
1773,Mass Customer,N,Yes,11
1774,Mass Customer,N,Yes,9
1775,Affluent Customer,N,No,7
1776,Affluent Customer,N,No,3
1777,Affluent Customer,N,No,8
1778,Mass Customer,N,Yes,6
1779,Affluent Customer,N,No,8
1780,Mass Customer,N,No,9
1781,Affluent Customer,N,No,8
1782,Affluent Customer,N,Yes,9
1783,Mass Customer,N,Yes,1
1784,Mass Customer,N,Yes,5
1785,Mass Customer,N,No,12
1786,High Net Worth,N,Yes,10
1787,High Net Worth,N,Yes,6
1788,High Net Worth,N,Yes,9
1789,Mass Customer,N,No,7
1790,Affluent Customer,N,No,5
1791,Affluent Customer,N,Yes,12
1792,Mass Customer,N,No,9
1793,Mass Customer,N,Yes,7
1794,Mass Customer,N,No,6
1795,Affluent Customer,N,No,12
1796,High Net Worth,N,Yes,9
1797,Mass Customer,N,No,7
1798,High Net Worth,N,Yes,9
1799,Affluent Customer,N,No,3
1800,High Net Worth,N,No,8
1801,Affluent Customer,N,No,3
1802,Mass Customer,N,No,1
1803,Mass Customer,N,No,5
1804,Affluent Customer,N,No,9
1805,Mass Customer,N,No,7
1806,Mass Customer,N,No,9
1807,High Net Worth,N,Yes,12
1808,High Net Worth,N,No,9
1809,Mass Customer,N,Yes,9
1810,High Net Worth,N,No,5
1811,Mass Customer,N,No,8
1812,Affluent Customer,N,No,9
1813,Mass Customer,N,No,6
1814,Affluent Customer,N,No,8
1815,Mass Customer,N,Yes,12
1816,Mass Customer,N,No,10
1817,High Net Worth,N,No,9
1818,Mass Customer,N,Yes,7
1819,Mass Customer,N,Yes,5
1820,Affluent Customer,N,No,6
1821,High Net Worth,N,Yes,5
1822,Mass Customer,N,No,11
1823,High Net Worth,N,No,4
1824,Affluent Customer,N,Yes,7
1825,Mass Customer,N,Yes,10
1826,High Net Worth,N,Yes,8
1827,Affluent Customer,N,Yes,3
1828,Affluent Customer,N,No,3
1829,Mass Customer,N,No,3
1830,High Net Worth,N,No,4
1831,Mass Customer,N,No,10
1832,Mass Customer,N,Yes,11
1833,High Net Worth,N,Yes,8
1834,High Net Worth,N,Yes,11
1835,Affluent Customer,N,Yes,8
1836,Mass Customer,N,Yes,10
1837,Mass Customer,N,Yes,11
1838,Affluent Customer,N,Yes,8
1839,High Net Worth,N,Yes,8
1840,High Net Worth,N,Yes,4
1841,Affluent Customer,N,No,12
1842,Mass Customer,N,No,10
1843,Mass Customer,N,Yes,1
1844,Mass Customer,N,No,3
1845,Mass Customer,N,No,8
1846,Affluent Customer,N,No,9
1847,Mass Customer,N,No,9
1848,Mass Customer,N,No,6
1849,Mass Customer,N,Yes,6
1850,High Net Worth,N,No,1
1851,Mass Customer,N,No,7
1852,Affluent Customer,N,No,10
1853,Mass Customer,N,Yes,10
1854,High Net Worth,N,Yes,8
1855,Mass Customer,N,Yes,7
1856,Mass Customer,N,No,6
1857,Affluent Customer,N,Yes,7
1858,High Net Worth,N,Yes,10
1859,High Net Worth,N,Yes,1
1860,Mass Customer,N,Yes,7
1861,Mass Customer,N,Yes,9
1862,High Net Worth,N,Yes,12
1863,High Net Worth,N,No,6
1864,Mass Customer,N,No,5
1865,Mass Customer,N,No,7
1866,Mass Customer,N,No,9
1867,Affluent Customer,N,No,4
1868,Mass Customer,N,No,6
1869,High Net Worth,N,Yes,10
1870,Affluent Customer,N,No,9
1871,High Net Worth,N,Yes,8
1872,Mass Customer,N,Yes,10
1873,Affluent Customer,N,Yes,4
1874,High Net Worth,N,Yes,1
1875,High Net Worth,N,Yes,8
1876,Affluent Customer,N,No,12
1877,High Net Worth,N,Yes,8
1878,Affluent Customer,N,No,9
1879,High Net Worth,N,No,6
1880,High Net Worth,N,No,12
1881,Affluent Customer,N,Yes,8
1882,Affluent Customer,N,No,9
1883,Mass Customer,N,No,9
1884,Mass Customer,N,Yes,10
1885,High Net Worth,N,Yes,7
1886,Affluent Customer,N,No,7
1887,Affluent Customer,N,Yes,8
1888,Mass Customer,N,Yes,10
1889,Affluent Customer,N,No,4
1890,Mass Customer,N,No,8
1891,Mass Customer,N,Yes,11
1892,High Net Worth,N,Yes,5
1893,Mass Customer,N,No,3
1894,High Net Worth,N,Yes,9
1895,Mass Customer,N,No,1
1896,High Net Worth,N,No,6
1897,Mass Customer,N,Yes,6
1898,Affluent Customer,N,Yes,9
1899,Affluent Customer,N,Yes,7
1900,Affluent Customer,N,Yes,1
1901,Affluent Customer,N,No,6
1902,Mass Customer,N,Yes,4
1903,High Net Worth,N,Yes,8
1904,High Net Worth,N,Yes,8
1905,Affluent Customer,N,No,7
1906,Mass Customer,N,No,2
1907,High Net Worth,N,No,7
1908,High Net Worth,N,Yes,2
1909,Affluent Customer,N,Yes,6
1910,High Net Worth,N,Yes,6
1911,Mass Customer,N,No,8
1912,High Net Worth,N,No,4
1913,Mass Customer,N,Yes,4
1914,Mass Customer,N,No,8
1915,Mass Customer,N,Yes,8
1916,High Net Worth,N,Yes,1
1917,Affluent Customer,N,Yes,9
1918,Affluent Customer,N,No,7
1919,Mass Customer,N,Yes,9
1920,Mass Customer,N,No,9
1921,Mass Customer,N,No,7
1922,High Net Worth,N,Yes,5
1923,Mass Customer,N,No,10
1924,Mass Customer,N,Yes,9
1925,Mass Customer,N,Yes,7
1926,High Net Worth,N,Yes,1
1927,Affluent Customer,N,Yes,5
1928,High Net Worth,N,Yes,7
1929,Affluent Customer,N,No,11
1930,High Net Worth,N,No,10
1931,Affluent Customer,N,No,8
1932,Affluent Customer,N,Yes,1
1933,Affluent Customer,N,No,3
1934,Affluent Customer,N,Yes,2
1935,Mass Customer,N,No,3
1936,Mass Customer,N,Yes,6
1937,Mass Customer,N,No,8
1938,Mass Customer,N,Yes,9
1939,Mass Customer,N,Yes,11
1940,High Net Worth,N,Yes,8
1941,Mass Customer,N,No,9
1942,High Net Worth,N,No,9
1943,Affluent Customer,N,Yes,8
1944,High Net Worth,N,Yes,7
1945,High Net Worth,N,Yes,7
1946,Mass Customer,N,No,6
1947,Affluent Customer,N,Yes,6
1948,Mass Customer,N,No,8
1949,Mass Customer,N,No,12
1950,Affluent Customer,N,Yes,9
1951,Mass Customer,N,Yes,9
1952,Mass Customer,N,Yes,3
1953,High Net Worth,N,No,10
1954,Affluent Customer,N,No,11
1955,Mass Customer,N,No,9
1956,Affluent Customer,N,Yes,8
1957,Affluent Customer,N,No,11
1958,Mass Customer,N,No,4
1959,Mass Customer,N,Yes,8
1960,Mass Customer,N,Yes,7
1961,Mass Customer,N,Yes,9
1962,Mass Customer,N,Yes,10
1963,Mass Customer,N,Yes,9
1964,Affluent Customer,N,Yes,3
1965,Mass Customer,N,Yes,8
1966,High Net Worth,N,No,10
1967,Affluent Customer,N,Yes,5
1968,Mass Customer,N,No,8
1969,Mass Customer,N,Yes,10
1970,Mass Customer,N,No,9
1971,Mass Customer,N,Yes,9
1972,Mass Customer,N,Yes,7
1973,High Net Worth,N,No,8
1974,Mass Customer,N,Yes,9
1975,Affluent Customer,N,No,2
1976,Mass Customer,N,No,8
1977,Mass Customer,N,Yes,10
1978,Mass Customer,N,No,2
1979,Mass Customer,N,Yes,4
1980,High Net Worth,N,Yes,10
1981,Affluent Customer,N,No,10
1982,High Net Worth,N,Yes,8
1983,Affluent Customer,N,Yes,12
1984,Mass Customer,N,Yes,5
1985,Mass Customer,N,Yes,6
1986,Mass Customer,N,No,8
1987,Affluent Customer,N,No,10
1988,Mass Customer,N,No,10
1989,High Net Worth,N,Yes,9
1990,High Net Worth,N,No,6
1991,Mass Customer,N,Yes,9
1992,Mass Customer,N,Yes,8
1993,High Net Worth,N,Yes,11
1994,High Net Worth,N,No,7
1995,Mass Customer,N,Yes,10
1996,Mass Customer,N,No,8
1997,Mass Customer,N,No,4
1998,High Net Worth,N,No,6
1999,Mass Customer,N,Yes,7
2000,High Net Worth,N,Yes,1
2001,Mass Customer,N,Yes,10
2002,Mass Customer,N,No,4
2003,High Net Worth,N,Yes,8
2004,Affluent Customer,N,Yes,2
2005,High Net Worth,N,No,8
2006,High Net Worth,N,Yes,11
2007,Mass Customer,N,Yes,12
2008,Mass Customer,N,Yes,8
2009,Affluent Customer,N,Yes,8
2010,High Net Worth,N,Yes,10
2011,High Net Worth,N,Yes,9
2012,High Net Worth,N,No,11
2013,Affluent Customer,N,Yes,11
2014,Mass Customer,N,Yes,11
2015,Affluent Customer,N,No,2
2016,Affluent Customer,N,Yes,8
2017,Affluent Customer,N,Yes,10
2018,Affluent Customer,N,No,7
2019,High Net Worth,N,No,7
2020,Affluent Customer,N,Yes,3
2021,High Net Worth,N,Yes,9
2022,Affluent Customer,N,No,7
2023,High Net Worth,N,No,10
2024,Mass Customer,N,Yes,8
2025,Mass Customer,N,Yes,8
2026,Mass Customer,N,Yes,7
2027,High Net Worth,N,No,8
2028,Affluent Customer,N,Yes,8
2029,Mass Customer,N,No,10
2030,High Net Worth,N,No,11
2031,Mass Customer,N,No,7
2032,Mass Customer,N,Yes,10
2033,High Net Worth,N,No,3
2034,Mass Customer,N,No,2
2035,Mass Customer,N,No,8
2036,Mass Customer,N,No,9
2037,Mass Customer,N,No,9
2038,Mass Customer,N,Yes,4
2039,High Net Worth,N,Yes,6
2040,Affluent Customer,N,Yes,12
2041,Mass Customer,N,No,11
2042,Mass Customer,N,No,8
2043,Mass Customer,N,No,7
2044,Mass Customer,N,Yes,8
2045,High Net Worth,N,No,8
2046,Mass Customer,N,Yes,10
2047,Affluent Customer,N,Yes,12
2048,High Net Worth,N,No,3
2049,High Net Worth,N,No,7
2050,Mass Customer,N,Yes,11
2051,Affluent Customer,N,No,3
2052,Mass Customer,N,Yes,8
2053,Affluent Customer,N,Yes,8
2054,Mass Customer,N,Yes,1
2055,High Net Worth,N,No,10
2056,High Net Worth,N,No,9
2057,Affluent Customer,N,Yes,4
2058,High Net Worth,N,No,7
2059,High Net Worth,N,No,12
2060,Mass Customer,N,No,3
2061,High Net Worth,N,No,9
2062,Mass Customer,N,No,9
2063,Affluent Customer,N,No,10
2064,Mass Customer,N,Yes,1
2065,Mass Customer,N,Yes,7
2066,High Net Worth,N,Yes,7
2067,Mass Customer,N,No,10
2068,High Net Worth,N,No,9
2069,Mass Customer,N,Yes,8
2070,Mass Customer,N,No,7
2071,Mass Customer,N,No,4
2072,Mass Customer,N,Yes,9
2073,High Net Worth,N,Yes,8
2074,Mass Customer,N,No,9
2075,Mass Customer,N,No,10
2076,Mass Customer,N,Yes,11
2077,Mass Customer,N,Yes,12
2078,Mass Customer,N,No,1
2079,High Net Worth,N,No,3
2080,High Net Worth,N,No,2
2081,Mass Customer,N,No,7
2082,Affluent Customer,N,Yes,7
2083,Mass Customer,N,No,7
2084,Mass Customer,N,Yes,7
2085,Mass Customer,N,No,9
2086,High Net Worth,N,No,9
2087,Mass Customer,N,Yes,3
2088,Mass Customer,N,Yes,7
2089,High Net Worth,N,No,4
2090,Mass Customer,N,Yes,6
2091,Mass Customer,N,No,9
2092,High Net Worth,N,No,8
2093,High Net Worth,N,No,9
2094,Mass Customer,N,No,2
2095,Affluent Customer,N,No,8
2096,High Net Worth,N,Yes,9
2097,Mass Customer,N,No,2
2098,High Net Worth,N,No,12
2099,High Net Worth,N,Yes,6
2100,Mass Customer,N,No,1
2101,Mass Customer,N,Yes,7
2102,Affluent Customer,N,No,10
2103,Affluent Customer,N,No,4
2104,Mass Customer,N,No,3
2105,High Net Worth,N,Yes,8
2106,High Net Worth,N,Yes,6
2107,Affluent Customer,N,Yes,9
2108,Mass Customer,N,Yes,8
2109,High Net Worth,N,Yes,6
2110,High Net Worth,N,No,11
2111,Affluent Customer,N,Yes,4
2112,Mass Customer,N,Yes,9
2113,Affluent Customer,N,No,12
2114,High Net Worth,N,No,8
2115,Mass Customer,N,Yes,5
2116,Affluent Customer,N,Yes,8
2117,Affluent Customer,N,No,8
2118,High Net Worth,N,No,10
2119,Mass Customer,N,No,10
2120,Mass Customer,N,No,8
2121,Mass Customer,N,Yes,8
2122,High Net Worth,N,Yes,1
2123,Affluent Customer,N,No,12
2124,High Net Worth,N,No,10
2125,High Net Worth,N,No,9
2126,Mass Customer,N,Yes,2
2127,Mass Customer,N,No,8
2128,Affluent Customer,N,Yes,9
2129,High Net Worth,N,No,1
2130,High Net Worth,N,Yes,3
2131,Mass Customer,N,Yes,12
2132,High Net Worth,N,Yes,9
2133,High Net Worth,N,No,9
2134,Affluent Customer,N,No,8
2135,Mass Customer,N,Yes,7
2136,High Net Worth,N,Yes,1
2137,Affluent Customer,N,No,10
2138,High Net Worth,N,No,3
2139,Affluent Customer,N,Yes,8
2140,High Net Worth,N,No,4
2141,High Net Worth,N,Yes,8
2142,Affluent Customer,N,No,10
2143,High Net Worth,N,Yes,8
2144,Mass Customer,N,Yes,6
2145,Affluent Customer,N,Yes,10
2146,Mass Customer,N,No,7
2147,High Net Worth,N,Yes,3
2148,Mass Customer,N,Yes,10
2149,High Net Worth,N,No,5
2150,Affluent Customer,N,Yes,9
2151,Affluent Customer,N,No,3
2152,Mass Customer,N,Yes,1
2153,Mass Customer,N,No,8
2154,High Net Worth,N,No,9
2155,Mass Customer,N,No,4
2156,Mass Customer,N,Yes,8
2157,Mass Customer,N,No,10
2158,Mass Customer,N,No,8
2159,High Net Worth,N,Yes,10
2160,Mass Customer,N,Yes,9
2161,Mass Customer,N,No,6
2162,High Net Worth,N,Yes,6
2163,Mass Customer,N,Yes,8
2164,Mass Customer,N,Yes,5
2165,Affluent Customer,N,No,4
2166,Mass Customer,N,No,12
2167,Mass Customer,N,No,9
2168,Mass Customer,N,Yes,10
2169,Mass Customer,N,No,2
2170,Affluent Customer,N,No,6
2171,High Net Worth,N,No,8
2172,Affluent Customer,N,Yes,5
2173,Mass Customer,N,Yes,7
2174,High Net Worth,N,No,8
2175,Mass Customer,N,No,10
2176,High Net Worth,N,Yes,10
2177,Mass Customer,N,No,11
2178,Mass Customer,N,No,7
2179,Mass Customer,N,No,4
2180,High Net Worth,N,Yes,8
2181,Mass Customer,N,Yes,7
2182,High Net Worth,N,Yes,9
2183,Mass Customer,N,Yes,9
2184,Mass Customer,N,No,9
2185,Mass Customer,N,No,8
2186,High Net Worth,N,No,3
2187,Mass Customer,N,No,11
2188,Mass Customer,N,No,1
2189,High Net Worth,N,No,4
2190,Affluent Customer,N,No,11
2191,Mass Customer,N,Yes,10
2192,Mass Customer,N,No,7
2193,Mass Customer,N,Yes,4
2194,Affluent Customer,N,Yes,6
2195,Affluent Customer,N,Yes,4
2196,High Net Worth,N,Yes,5
2197,Mass Customer,N,No,7
2198,Affluent Customer,N,Yes,11
2199,High Net Worth,N,Yes,10
2200,Affluent Customer,N,Yes,9
2201,Affluent Customer,N,Yes,8
2202,Affluent Customer,N,Yes,5
2203,High Net Worth,N,Yes,8
2204,High Net Worth,N,No,7
2205,Mass Customer,N,No,8
2206,Affluent Customer,N,No,5
2207,Mass Customer,N,Yes,10
2208,Mass Customer,N,No,7
2209,Affluent Customer,N,Yes,9
2210,High Net Worth,N,No,8
2211,Mass Customer,N,Yes,6
2212,Affluent Customer,N,Yes,7
2213,Affluent Customer,N,Yes,2
2214,High Net Worth,N,Yes,1
2215,Mass Customer,N,Yes,9
2216,High Net Worth,N,Yes,9
2217,Mass Customer,N,No,5
2218,Affluent Customer,N,No,6
2219,High Net Worth,N,Yes,5
2220,Mass Customer,N,Yes,6
2221,Affluent Customer,N,No,4
2222,Mass Customer,N,No,8
2223,Mass Customer,N,No,7
2224,High Net Worth,N,Yes,3
2225,Affluent Customer,N,No,8
2226,Mass Customer,N,No,8
2227,Affluent Customer,N,Yes,8
2228,High Net Worth,N,No,1
2229,Affluent Customer,N,Yes,9
2230,Mass Customer,N,No,12
2231,Mass Customer,N,No,5
2232,Mass Customer,N,Yes,5
2233,Mass Customer,N,Yes,7
2234,Mass Customer,N,No,9
2235,Affluent Customer,N,No,1
2236,Affluent Customer,N,Yes,7
2237,Mass Customer,N,Yes,6
2238,Mass Customer,N,Yes,9
2239,High Net Worth,N,Yes,8
2240,High Net Worth,N,Yes,10
2241,High Net Worth,N,No,1
2242,Mass Customer,N,Yes,7
2243,Affluent Customer,N,Yes,12
2244,Mass Customer,N,No,12
2245,Mass Customer,N,No,9
2246,Mass Customer,N,Yes,1
2247,High Net Worth,N,Yes,3
2248,Mass Customer,N,No,7
2249,Mass Customer,N,No,10
2250,High Net Worth,N,No,8
2251,High Net Worth,N,No,1
2252,High Net Worth,N,Yes,9
2253,Affluent Customer,N,Yes,11
2254,Affluent Customer,N,No,11
2255,Affluent Customer,N,Yes,5
2256,Mass Customer,N,No,8
2257,Mass Customer,N,No,11
2258,High Net Worth,N,No,8
2259,Affluent Customer,N,No,4
2260,High Net Worth,N,No,6
2261,Mass Customer,N,Yes,8
2262,Mass Customer,N,Yes,6
2263,Mass Customer,N,Yes,10
2264,Affluent Customer,N,No,8
2265,Mass Customer,N,Yes,3
2266,High Net Worth,N,No,10
2267,Affluent Customer,N,No,8
2268,Mass Customer,N,No,4
2269,Mass Customer,N,No,12
2270,Affluent Customer,N,No,10
2271,Mass Customer,N,Yes,2
2272,Mass Customer,N,No,10
2273,Mass Customer,N,Yes,4
2274,Mass Customer,N,Yes,4
2275,High Net Worth,N,Yes,9
2276,Mass Customer,N,Yes,1
2277,High Net Worth,N,Yes,1
2278,Affluent Customer,N,Yes,4
2279,Mass Customer,N,No,2
2280,Mass Customer,N,No,1
2281,High Net Worth,N,Yes,6
2282,Affluent Customer,N,Yes,3
2283,High Net Worth,N,No,7
2284,High Net Worth,N,No,1
2285,High Net Worth,N,No,1
2286,High Net Worth,N,No,3
2287,High Net Worth,N,No,1
2288,High Net Worth,N,No,9
2289,Affluent Customer,N,Yes,1
2290,Mass Customer,N,Yes,5
2291,Affluent Customer,N,Yes,12
2292,Mass Customer,N,Yes,9
2293,Affluent Customer,N,No,10
2294,Mass Customer,N,No,4
2295,Mass Customer,N,Yes,10
2296,Affluent Customer,N,No,8
2297,Affluent Customer,N,Yes,10
2298,Mass Customer,N,Yes,8
2299,High Net Worth,N,Yes,12
2300,Mass Customer,N,Yes,8
2301,Mass Customer,N,Yes,10
2302,Mass Customer,N,Yes,9
2303,Mass Customer,N,Yes,8
2304,Mass Customer,N,Yes,9
2305,Affluent Customer,N,Yes,5
2306,High Net Worth,N,Yes,12
2307,High Net Worth,N,Yes,10
2308,Mass Customer,N,Yes,2
2309,Affluent Customer,N,No,1
2310,High Net Worth,N,Yes,3
2311,Mass Customer,N,No,7
2312,Mass Customer,N,No,6
2313,Mass Customer,N,No,9
2314,High Net Worth,N,Yes,10
2315,Affluent Customer,N,No,9
2316,Affluent Customer,N,Yes,11
2317,Mass Customer,N,Yes,3
2318,Mass Customer,N,Yes,10
2319,High Net Worth,N,No,7
2320,Affluent Customer,N,No,5
2321,Mass Customer,N,Yes,8
2322,Mass Customer,N,Yes,11
2323,High Net Worth,N,No,10
2324,Mass Customer,N,Yes,8
2325,High Net Worth,N,Yes,6
2326,High Net Worth,N,No,8
2327,Affluent Customer,N,No,8
2328,Mass Customer,N,Yes,6
2329,Affluent Customer,N,No,10
2330,Mass Customer,N,No,10
2331,Mass Customer,N,Yes,9
2332,High Net Worth,N,Yes,8
2333,Mass Customer,N,Yes,6
2334,Affluent Customer,N,No,5
2335,Mass Customer,N,No,10
2336,Affluent Customer,N,No,7
2337,Mass Customer,N,No,9
2338,Mass Customer,N,No,9
2339,Affluent Customer,N,Yes,5
2340,Mass Customer,N,Yes,10
2341,Mass Customer,N,Yes,8
2342,Mass Customer,N,No,12
2343,High Net Worth,N,Yes,12
2344,Mass Customer,N,Yes,8
2345,Affluent Customer,N,Yes,1
2346,Mass Customer,N,Yes,10
2347,High Net Worth,N,No,10
2348,Mass Customer,N,No,10
2349,High Net Worth,N,No,6
2350,Mass Customer,N,Yes,8
2351,Affluent Customer,N,Yes,8
2352,Mass Customer,N,Yes,7
2353,Affluent Customer,N,Yes,12
2354,Mass Customer,N,No,2
2355,Mass Customer,N,Yes,3
2356,Affluent Customer,N,No,10
2357,Mass Customer,N,No,7
2358,High Net Worth,N,Yes,9
2359,High Net Worth,N,Yes,9
2360,High Net Worth,N,Yes,9
2361,High Net Worth,N,Yes,6
2362,Affluent Customer,N,Yes,9
2363,Mass Customer,N,Yes,10
2364,Mass Customer,N,Yes,5
2365,Mass Customer,N,Yes,5
2366,Mass Customer,N,Yes,10
2367,Mass Customer,N,Yes,10
2368,Mass Customer,N,No,12
2369,Mass Customer,N,Yes,7
2370,High Net Worth,N,No,9
2371,High Net Worth,N,Yes,8
2372,Affluent Customer,N,No,9
2373,High Net Worth,N,Yes,11
2374,Mass Customer,N,No,10
2375,Affluent Customer,N,No,10
2376,High Net Worth,N,Yes,10
2377,High Net Worth,N,No,9
2378,Affluent Customer,N,No,8
2379,Affluent Customer,N,Yes,9
2380,Mass Customer,N,Yes,9
2381,Affluent Customer,N,Yes,7
2382,Mass Customer,N,Yes,9
2383,Mass Customer,N,No,11
2384,High Net Worth,N,Yes,8
2385,Mass Customer,N,No,8
2386,Mass Customer,N,No,7
2387,High Net Worth,N,Yes,7
2388,Mass Customer,N,No,6
2389,High Net Worth,N,No,7
2390,Mass Customer,N,No,7
2391,Mass Customer,N,No,5
2392,Affluent Customer,N,No,7
2393,High Net Worth,N,Yes,7
2394,Mass Customer,N,Yes,5
2395,High Net Worth,N,No,6
2396,Affluent Customer,N,Yes,11
2397,Affluent Customer,N,Yes,6
2398,High Net Worth,N,Yes,7
2399,High Net Worth,N,Yes,10
2400,Mass Customer,N,Yes,11
2401,Mass Customer,N,Yes,5
2402,Mass Customer,N,Yes,6
2403,Affluent Customer,N,No,9
2404,Mass Customer,N,No,8
2405,Mass Customer,N,No,8
2406,Affluent Customer,N,Yes,11
2407,High Net Worth,N,Yes,12
2408,Mass Customer,N,No,8
2409,Mass Customer,N,No,8
2410,Mass Customer,N,Yes,7
2411,High Net Worth,N,No,8
2412,Affluent Customer,N,No,10
2413,High Net Worth,N,Yes,11
2414,Mass Customer,N,Yes,5
2415,Mass Customer,N,No,5
2416,Affluent Customer,N,No,3
2417,Affluent Customer,N,No,8
2418,Mass Customer,N,Yes,10
2419,High Net Worth,N,No,9
2420,High Net Worth,N,No,6
2421,Affluent Customer,N,Yes,10
2422,High Net Worth,N,No,10
2423,Mass Customer,N,Yes,8
2424,Affluent Customer,N,Yes,7
2425,Mass Customer,N,Yes,9
2426,Affluent Customer,N,Yes,10
2427,High Net Worth,N,Yes,10
2428,Mass Customer,N,Yes,10
2429,Mass Customer,N,Yes,9
2430,Mass Customer,N,No,4
2431,Mass Customer,N,Yes,7
2432,Affluent Customer,N,Yes,11
2433,High Net Worth,N,Yes,7
2434,Affluent Customer,N,No,7
2435,Mass Customer,N,No,1
2436,Mass Customer,N,No,9
2437,Mass Customer,N,Yes,9
2438,Mass Customer,N,Yes,11
2439,Affluent Customer,N,No,11
2440,Affluent Customer,N,No,5
2441,High Net Worth,N,Yes,8
2442,Affluent Customer,N,Yes,11
2443,High Net Worth,N,No,1
2444,High Net Worth,N,No,10
2445,Affluent Customer,N,No,4
2446,Affluent Customer,N,No,3
2447,Affluent Customer,N,Yes,7
2448,High Net Worth,N,No,7
2449,Affluent Customer,N,No,7
2450,Affluent Customer,N,Yes,8
2451,Affluent Customer,N,Yes,5
2452,Mass Customer,N,Yes,6
2453,High Net Worth,N,No,10
2454,Mass Customer,N,Yes,10
2455,Mass Customer,N,No,6
2456,Mass Customer,N,No,1
2457,High Net Worth,N,Yes,9
2458,High Net Worth,N,Yes,8
2459,High Net Worth,N,No,10
2460,High Net Worth,N,Yes,8
2461,Affluent Customer,N,No,8
2462,Affluent Customer,N,No,1
2463,Mass Customer,N,No,7
2464,Mass Customer,N,No,8
2465,Mass Customer,N,Yes,11
2466,High Net Worth,N,No,8
2467,Affluent Customer,N,Yes,10
2468,High Net Worth,N,No,7
2469,Mass Customer,N,Yes,6
2470,Mass Customer,N,No,2
2471,Mass Customer,N,Yes,5
2472,High Net Worth,N,Yes,5
2473,Mass Customer,N,Yes,9
2474,High Net Worth,N,Yes,6
2475,Mass Customer,N,No,9
2476,High Net Worth,N,No,2
2477,Affluent Customer,N,Yes,7
2478,Affluent Customer,N,Yes,9
2479,Mass Customer,N,No,7
2480,High Net Worth,N,Yes,7
2481,Mass Customer,N,Yes,1
2482,Mass Customer,N,Yes,12
2483,Mass Customer,N,No,7
